number,partner,compliance,alternative,signature,alternative_other_MLI,comments,iso3c,year,minimum_standard,type,inc_frame_member
36,Russia,No,NA,Yes,NA,MLI entered into force on 1.10.2019 but notification made pursuant to Article 35(7)(b) of the MLI was made on 30.4.2020 – Not in effect,ISL,2020,NA,NA,yes
37,Slovak Republic,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
38,Slovenia,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
39,Spain,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
40,Sweden,Yes,PPT alone,N/A,NA,Nordic Convention,ISL,2020,PPT alone,NA,yes
41,Switzerland,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
42,Ukraine,Yes,PPT alone,N/A,NA,,ISL,2020,PPT alone,NA,yes
43,United Kingdom,Yes,PPT and LOB,N/A,NA,,ISL,2020,PPT and LOB,NA,yes
44,United States,No,NA,Yes,NA,Preamble in place but detailed LOB to be implemented bilaterally,ISL,2020,NA,NA,yes
45,Viet Nam,No,NA,Yes,NA,,ISL,2020,NA,NA,yes
1,Albania,No,NA,Yes,NA,,IND,2020,NA,NA,yes
2,Armenia,No,NA,Yes,NA,,IND,2020,NA,NA,yes
3,Australia,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
4,Austria,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
5,Bangladesh*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
6,Belarus*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
7,Belgium,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
8,Bhutan*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
9,Botswana,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
10,Brazil,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
11,Bulgaria,No,NA,Yes,NA,,IND,2020,NA,NA,yes
12,Canada,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
13,China (People's,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
"65 Internal procedures have been completed for India, whereas, in respect of Iran*, internal procedures for the",,,,,,,IND,2020,,NA,yes
ratification of the agreement are underway.,,,,,,,IND,2020,,NA,yes
"66 For its agreements listed under the MLI, India is implementing the preamble statement (Article 6 of the MLI), the",,,,,,,IND,2020,,NA,yes
PPT (Article 7 of the MLI) and the simplified LOB (Article 7(6) of the MLI).,,,,,,,IND,2020,,NA,yes
14,Colombia,No,NA,Yes,NA,,IND,2020,NA,NA,yes
15,Croatia,No,NA,Yes,NA,,IND,2020,NA,NA,yes
16,Cyprus*,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,no
17,Czech Republic,No,NA,Yes,NA,,IND,2020,NA,NA,yes
18,Denmark,Yes,PPT and LOB,N/A,NA,,IND,2020,PPT and LOB,NA,yes
19,Egypt,No,NA,Yes,NA,,IND,2020,NA,NA,yes
20,Estonia,No,NA,Yes,NA,,IND,2020,NA,NA,yes
21,Ethiopia*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
22,Fiji*,No,NA,Yes,NA,,IND,2020,NA,NA,no
23,Finland,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
24,France,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
25,Georgia,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
26,Germany,No,NA,Yes,NA,India not included as a CTA,IND,2020,NA,NA,yes
27,Greece,No,NA,Yes,NA,,IND,2020,NA,NA,yes
28,Hong Kong (China),No,NA,Yes,NA,India not included as a CTA,IND,2020,NA,NA,yes
29,Hungary,No,NA,Yes,NA,,IND,2020,NA,NA,yes
30,Iceland,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
31,Indonesia,No,NA,Yes,NA,,IND,2020,NA,NA,yes
32,Iran*,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,no
33,Ireland,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
34,Israel,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
35,Italy,No,NA,Yes,NA,,IND,2020,NA,NA,yes
36,Japan,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
37,Jordan,No,NA,Yes,NA,,IND,2020,NA,NA,yes
38,Kazakhstan,No,NA,Yes,NA,,IND,2020,NA,NA,yes
39,Kenya,No,NA,Yes,NA,,IND,2020,NA,NA,yes
40,Korea,No,NA,Yes,NA,,IND,2020,NA,NA,yes
41,Kuwait*,No,NA,Yes,NA,,IND,2020,NA,NA,no
42,Kyrgyzstan*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
43,Latvia,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
44,Libya*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
45,Lithuania,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
46,Luxembourg,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
47,Malaysia,No,NA,Yes,NA,,IND,2020,NA,NA,yes
48,Malta,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
49,Mauritius,No,NA,Yes,NA,India not included as a CTA,IND,2020,NA,NA,yes
50,Mexico,No,NA,Yes,NA,,IND,2020,NA,NA,yes
51,Mongolia,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
52,Montenegro,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
53,Morocco,No,NA,Yes,NA,,IND,2020,NA,NA,yes
54,Mozambique*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
55,Myanmar*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
56,Namibia,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
57,Nepal*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
58,Netherlands,Yes,PPT alone,Yes,NA,,IND,2020,PPT alone,NA,yes
59,New Zealand,Yes,PPT alone,Yes,NA,,IND,2020,PPT alone,NA,yes
60,North Macedonia,No,NA,Yes,NA,,IND,2020,NA,NA,yes
61,Norway,Yes,PPT and LOB,Yes,NA,,IND,2020,PPT and LOB,NA,yes
62,Oman,No,NA,Yes,NA,India not included as a CTA,IND,2020,NA,NA,yes
63,Philippines*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
64,Poland,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
65,Portugal,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
66,Qatar,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
67,Romania,No,NA,Yes,NA,,IND,2020,NA,NA,yes
68,Russia,Yes,PPT and LOB,N/A,NA,,IND,2020,PPT and LOB,NA,yes
69,Saudi Arabia,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
70,Serbia,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
71,Singapore,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
72,Slovak Republic,Yes,PPT and LOB,N/A,NA,,IND,2020,PPT and LOB,NA,yes
73,Slovenia,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
74,South Africa,No,NA,Yes,NA,,IND,2020,NA,NA,yes
75,Spain,No,NA,Yes,NA,,IND,2020,NA,NA,yes
76,Sri Lanka,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
77,Sudan*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
78,Sweden,No,NA,Yes,NA,,IND,2020,NA,NA,yes
79,Switzerland,No,NA,Yes,NA,India not included as a CTA,IND,2020,NA,NA,yes
80,Syrian Arab Republic*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
81,Tajikistan*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
82,Tanzania*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
83,Thailand,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
84,Trinidad and Tobago,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
85,Turkey,No,NA,Yes,NA,,IND,2020,NA,NA,yes
86,Turkmenistan*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
87,Uganda*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
88,Ukraine,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
89,United Arab Emirates,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
90,United Kingdom,Yes,PPT alone,N/A,NA,,IND,2020,PPT alone,NA,yes
91,United States,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
92,Uruguay,Yes,PPT and LOB,N/A,NA,,IND,2020,PPT and LOB,NA,yes
93,Uzbekistan*,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,no
94,Viet Nam,No,NA,Yes,NA,,IND,2020,NA,NA,yes
95,Zambia,No,NA,Yes,NA,Not a signatory to the MLI,IND,2020,NA,NA,yes
1,Algeria*,No,NA,No,NA,,IDN,2020,NA,NA,no
2,Armenia,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
3,Australia,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
4,Austria,No,NA,No,NA,,IDN,2020,NA,NA,yes
5,Bangladesh*,No,NA,No,NA,,IDN,2020,NA,NA,no
6,Belarus*,No,NA,No,NA,,IDN,2020,NA,NA,no
7,Belgium,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
67 The reservation was made under Article 35(7)(a) of the MLI.,,,,,,,IDN,2020,,NA,yes
"68 For its agreements listed under the MLI, Indonesia is implementing the preamble statement (Article 6 of the MLI)",,,,,,,IDN,2020,,NA,yes
and the PPT (Article 7 of the MLI).,,,,,,,IDN,2020,,NA,yes
8,Brunei Darussalam,No,NA,Yes,NA,Brunei Darussalam is not signatory to the MLI,IDN,2020,NA,NA,yes
9,Bulgaria,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
10,Canada,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
11,China (People's Republic of),No,NA,Yes,NA,,IDN,2020,NA,NA,yes
12,Chinese Taipei*,No,NA,No,NA,,IDN,2020,NA,NA,no
13,Croatia,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
14,Czech Republic,No,NA,Yes,NA,Czech Republic has not listed Indonesia,IDN,2020,NA,NA,yes
15,Democratic People's Republic of Korea*,No,NA,No,NA,,IDN,2020,NA,NA,no
16,Denmark,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
17,Egypt,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
18,Finland,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
19,France,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
20,Germany,No,NA,No,NA,,IDN,2020,NA,NA,yes
21,Hong Kong (China),No,NA,Yes,NA,,IDN,2020,NA,NA,yes
22,Hungary,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
23,India,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
24,Iran*,No,NA,No,NA,,IDN,2020,NA,NA,no
25,Italy,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
26,Japan,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
27,Jordan,No,NA,No,NA,,IDN,2020,NA,NA,yes
28,Korea,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
29,Kuwait*,No,NA,No,NA,,IDN,2020,NA,NA,no
30,Lao People’s Democratic Republic*,No,NA,Yes,NA,Lao People’s Democratic Republic* is not signatory to the MLI,IDN,2020,NA,NA,no
31,Luxembourg,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
32,Malaysia,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
33,Mexico,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
34,Mongolia,No,NA,No,NA,,IDN,2020,NA,NA,yes
35,Morocco,No,NA,No,NA,,IDN,2020,NA,NA,yes
36,Netherlands,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
37,New Zealand,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
38,Norway,No,NA,Yes,NA,Norway has not listed Indonesia,IDN,2020,NA,NA,yes
39,Pakistan,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
40,Papua New Guinea,No,NA,No,NA,,IDN,2020,NA,NA,yes
41,Philippines*,No,NA,Yes,NA,Philippines* is not signatory to the MLI,IDN,2020,NA,NA,no
42,Poland,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
43,Portugal,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
44,Qatar,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
45,Romania,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
46,Russia,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
47,Serbia,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
48,Seychelles,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
49,Singapore,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
50,Slovak Republic,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
51,South Africa,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
52,Spain,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
53,Sri Lanka,No,NA,No,NA,,IDN,2020,NA,NA,yes
54,Sudan*,No,NA,No,NA,,IDN,2020,NA,NA,no
55,Suriname*,No,NA,No,NA,,IDN,2020,NA,NA,no
56,Sweden,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
57,Switzerland,No,NA,Yes,NA,Switzerland has not listed Indonesia,IDN,2020,NA,NA,yes
58,Syrian Arab Republic*,No,NA,No,NA,,IDN,2020,NA,NA,no
59,Tajikistan*,No,NA,No,NA,,IDN,2020,NA,NA,no
60,Thailand,No,NA,Yes,NA,Thailand is not signatory to the MLI,IDN,2020,NA,NA,yes
61,Tunisia,No,NA,No,NA,,IDN,2020,NA,NA,yes
62,Turkey,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
63,Ukraine,No,NA,No,NA,,IDN,2020,NA,NA,yes
64,United Arab Emirates,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
65,United Kingdom,No,NA,Yes,NA,,IDN,2020,NA,NA,yes
66,United States,No,NA,Yes,NA,United States is not signatory to the MLI,IDN,2020,NA,NA,yes
67,Uzbekistan*,No,NA,No,NA,,IDN,2020,NA,NA,no
68,Venezuela*,No,NA,No,NA,,IDN,2020,NA,NA,no
69,Viet Nam,No,NA,Yes,NA,Viet Nam is not signatory to the MLI,IDN,2020,NA,NA,yes
1,Albania,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
2,Armenia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
3,Australia,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
4,Austria,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
5,Bahrain,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
6,Belarus*,No,NA,Yes,NA,,IRL,2020,NA,NA,no
7,Belgium,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
8,Bosnia- Herzegovina,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
9,Botswana,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
10,Bulgaria,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
11,Canada,Yes,PPT alone,N/A,NA,Effective for all other taxes from 1 June 2020,IRL,2020,PPT alone,NA,yes
12,Chile,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
13,China (People's Republic of),No,NA,Yes,NA,,IRL,2020,NA,NA,yes
"69 For its agreements listed under the MLI, Ireland is implementing the preamble statement (Article 6 of the MLI) and",,,,,,,IRL,2020,,NA,yes
the PPT (Article 7 of the MLI).,,,,,,,IRL,2020,,NA,yes
14,Croatia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
15,Cyprus*,No,NA,Yes,NA,,IRL,2020,NA,NA,no
16,Czech Republic,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
17,Denmark,Yes,PPT alone,N/A,NA,Effective for all other taxes from 1 July 2020,IRL,2020,PPT alone,NA,yes
18,Egypt,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
19,Estonia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
20,Ethiopia*,No,NA,Yes,NA,,IRL,2020,NA,NA,no
21,Finland,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
22,France,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
23,Georgia,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
24,Germany,No,NA,No,NA,Protocol implementing the minimum standard is finalised and procedures are underway for permission to sign.,IRL,2020,NA,NA,yes
25,Greece,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
26,Hong Kong (China),No,NA,Yes,NA,,IRL,2020,NA,NA,yes
27,Hungary,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
28,Iceland,Yes,PPT alone,N/A,NA,Effective for all other taxes from 1 July 2020,IRL,2020,PPT alone,NA,yes
29,India,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
30,Israel,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
31,Italy,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
32,Japan,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
33,Kazakhstan,No,NA,Yes,NA,Partial compliance with minimum standard. PPT included; preamble missing.,IRL,2020,NA,NA,yes
34,Korea,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
35,Kuwait*,No,NA,Yes,NA,,IRL,2020,NA,NA,no
36,Latvia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
37,Lithuania,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
38,Luxembourg,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
39,Malaysia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
40,Malta,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
41,Mexico,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
42,Moldova*,No,NA,Yes,NA,,IRL,2020,NA,NA,no
43,Montenegro,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
44,Morocco,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
45,Netherlands,Yes,PPT alone,N/A,PPT alone,New treaty was signed on 13 June 2019 and came into force on 29 February 2020. Its provisions will enter into effect from 2021.,IRL,2020,PPT alone,NA,yes
46,New Zealand,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
47,North Macedonia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
48,Norway,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
49,Pakistan,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
50,Panama,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
51,Poland,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
52,Portugal,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
53,Qatar,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
54,Romania,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
55,Russia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
56,Saudi Arabia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
57,Serbia,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
58,Singapore,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
59,Slovak Republic,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
60,Slovenia,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
61,South Africa,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
62,Spain,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
63,Sweden,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
64,Switzerland,No,NA,Yes,PPT alone,Protocol incorporating the minimum standard was signed on 13 June 2019 and was ratified by Ireland via Finance Act 2019 but is not yet in force.,IRL,2020,PPT alone,NA,yes
65,Thailand,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
66,Turkey,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
67,Ukraine,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
68,United Arab Emirates,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
69,United Kingdom,Yes,PPT alone,N/A,NA,,IRL,2020,PPT alone,NA,yes
70,United States,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
71,Uzbekistan*,No,NA,Yes,NA,,IRL,2020,NA,NA,no
72,Viet Nam,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
73,Zambia,No,NA,Yes,NA,,IRL,2020,NA,NA,yes
1,Bahrain,No,NA,Yes,NA,,IMN,2020,NA,NA,yes
2,Estonia,No,NA,Yes,NA,,IMN,2020,NA,NA,yes
3,Guernsey,Yes,NA,N/A,PPT alone,,IMN,2020,PPT alone,NA,yes
4,Jersey,No,NA,No,NA,Bilateral negotiations ongoing,IMN,2020,NA,NA,yes
5,Luxembourg,Yes,PPT alone,N/A,NA,Synthesised text agreed and published,IMN,2020,PPT alone,NA,yes
6,Malta,Yes,PPT alone,N/A,NA,Synthesised text agreed and published,IMN,2020,PPT alone,NA,yes
7,Qatar,No,NA,Yes,NA,Synthesised text being prepared,IMN,2020,NA,NA,yes
8,Seychelles,No,NA,Yes,NA,,IMN,2020,NA,NA,yes
9,Singapore,Yes,PPT alone,N/A,NA,Synthesised text agreed and published,IMN,2020,PPT alone,NA,yes
10,United Kingdom,Yes,PPT alone,N/A,NA,,IMN,2020,PPT alone,NA,yes
"70 For its agreements listed under the MLI, the Isle of Man is implementing the preamble statement (Article 6 of the",,,,,,,IMN,2020,,NA,yes
MLI) and the PPT (Article 7 of the MLI).,,,,,,,IMN,2020,,NA,yes
1,Armenia,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
2,Australia,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
3,Austria,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
4,Azerbaijan*,No,NA,Yes,NA,,ISR,2020,NA,NA,no
5,Belarus*,No,NA,Yes,NA,,ISR,2020,NA,NA,no
6,Belgium,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
7,Brazil,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
8,Bulgaria,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
9,Canada,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
10,China (People's Republic of),No,NA,Yes,NA,,ISR,2020,NA,NA,yes
11,Chinese Taipei*,No,NA,Yes,NA,,ISR,2020,NA,NA,no
12,Croatia,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
13,Czech Republic,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
14,Denmark,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
"71 For its agreements listed under the MLI, Israel is implementing the preamble statement (Article 6 of the MLI) and",,,,,,,ISR,2020,,NA,yes
the PPT (Article 7 of the MLI).,,,,,,,ISR,2020,,NA,yes
15,Estonia,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
16,Ethiopia*,No,NA,Yes,NA,,ISR,2020,NA,NA,no
17,Finland,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
18,France,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
19,Georgia,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
20,Germany,No,NA,No,NA,An amending protocol was initiated. It is compliant with Action 6 minimum standard.,ISR,2020,NA,NA,yes
21,Greece,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
22,Hungary,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
23,India,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
24,Ireland,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
25,Italy,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
26,Jamaica,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
27,Japan,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
28,Korea,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
29,Latvia,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
30,Lithuania,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
31,Luxembourg,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
32,Malta,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
33,Mexico,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
34,Moldova*,No,NA,Yes,NA,,ISR,2020,NA,NA,no
35,Netherlands,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
36,North Macedonia,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
37,Norway,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
38,Panama,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
39,Philippines*,No,NA,Yes,NA,,ISR,2020,NA,NA,no
40,Poland,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
41,Portugal,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
42,Romania,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
43,Russia,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
44,Serbia,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
45,Singapore,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
46,Slovak Republic,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
47,Slovenia,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
48,South Africa,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
49,Spain,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
50,Sweden,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
51,Switzerland,No,NA,No,NA,An amending protocol was initiated. It is compliant with Action 6 minimum standard.,ISR,2020,NA,NA,yes
52,Thailand,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
53,Turkey,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
54,Ukraine,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
55,United Kingdom,Yes,PPT alone,N/A,NA,,ISR,2020,PPT alone,NA,yes
56,United States,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
57,Uzbekistan*,No,NA,Yes,NA,,ISR,2020,NA,NA,no
58,Viet Nam,No,NA,Yes,NA,,ISR,2020,NA,NA,yes
3,Argentina,No,NA,Yes,NA,,ITA,2020,NA,NA,yes
4,Armenia,No,NA,Yes,NA,,ITA,2020,NA,NA,yes
5,Australia,No,NA,Yes,NA,,ITA,2020,NA,NA,yes
6,Austria,No,NA,Yes,NA,,ITA,2020,NA,NA,yes
7,Azerbaijan*,No,NA,Yes,NA,,ITA,2020,NA,NA,no
8,Bangladesh*,No,NA,Yes,NA,,ITA,2020,NA,NA,no
