TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i,paircode,Termination,superseded,ended
20201,6994,Canada,China,Amended by MLI,2017,NA,Not In Force,CAN,High income,North America,CHN,Upper middle income,East Asia & Pacific,0.54,0.41,0.47,0.75,0.59,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,10,10,15,10,10,10,10,10,0,YES,YES,YES,YES,YES,NO,NO,PPT,CAN - CHN,NA,NA,NA
20202,8945,Canada,Colombia,Amended by MLI,2017,NA,Not In Force,CAN,High income,North America,COL,Upper middle income,Latin America & Caribbean,0.45,0.5,0.47,0.38,0.47,6,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,5,10,15,10,10,10,10,10,10,YES,YES,NO,NO,YES,NO,NO,PPT,CAN - COL,NA,NA,NA
20203,6815,Canada,"Egypt, Arab Rep.",Amended by MLI,2017,2021,In Force,CAN,High income,North America,EGY,Lower middle income,Middle East & North Africa,0.47,0.56,0.47,0.38,0.41,6,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,15,NA,15,15,15,15,15,15,0,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - EGY,NA,NA,NA
20204,8395,Canada,Gabon,Amended by MLI,2017,NA,Not In Force,CAN,High income,North America,GAB,Upper middle income,Sub-Saharan Africa,0.39,0.44,0.34,0.38,0.35,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,15,NA,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - GAB,NA,NA,NA
20205,7604,Canada,India,Amended by MLI,2017,2019,In Force,CAN,High income,North America,IND,Lower middle income,South Asia,0.79,0.76,0.85,0.75,0.82,4,YES,3,NO,NO,YES,NO,YES,YES,YES,NO,15,10,25,15,15,15,15,10,15,YES,YES,YES,NO,YES,NO,NO,PPT,CAN - IND,NA,NA,NA
20206,6572,Canada,Indonesia,Amended by MLI,2017,2020,In Force,CAN,High income,North America,IDN,Lower middle income,East Asia & Pacific,0.63,0.41,0.98,0.5,0.71,4,YES,4,NO,NO,YES,YES,YES,YES,NO,NO,10,25,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - IDN,NA,NA,NA
20207,1214,Canada,Côte d'Ivoire,Amended by MLI,2018,NA,Not In Force,CAN,High income,North America,CIV,Lower middle income,Sub-Saharan Africa,0.57,0.5,0.84,0.38,0.59,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,NA,15,15,15,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - CIV,NA,NA,NA
20208,8052,Canada,Jordan,Amended by MLI,2019,2021,In Force,CAN,High income,North America,JOR,Upper middle income,Middle East & North Africa,0.49,0.41,0.22,0.83,0.47,6,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,10,10,15,10,10,10,10,10,0,NA,NA,YES,YES,YES,NO,NO,PPT,CAN - JOR,NA,NA,NA
20209,1222,Canada,Kenya,Amended by MLI,2019,NA,Not In Force,CAN,High income,North America,KEN,Lower middle income,Sub-Saharan Africa,0.67,0.78,0.59,0.63,0.65,6,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,15,10,25,15,15,15,15,15,15,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - KEN,NA,NA,NA
20210,8735,Canada,Mexico,Amended by MLI,2017,NA,Not In Force,CAN,High income,North America,MEX,Upper middle income,Latin America & Caribbean,0.48,0.33,0.47,0.63,0.53,6,YES,6,YES,YES,NO,YES,NO,NO,YES,NO,5,10,15,10,10,10,0,10,0,YES,YES,NO,YES,YES,NO,NO,PPT,CAN - MEX,NA,NA,NA
20211,6488,Canada,Morocco,Amended by MLI,2019,NA,Not In Force,CAN,High income,North America,MAR,Lower middle income,Middle East & North Africa,0.33,0.48,0.13,0.38,0.24,0,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,15,15,10,5,10,0,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - MAR,NA,NA,NA
20212,1250,Canada,Nigeria,Amended by MLI,2017,NA,Not In Force,CAN,High income,North America,NGA,Lower middle income,Sub-Saharan Africa,0.53,0.48,0.23,0.86,0.5,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,12.5,10,15,12.5,12.5,12.5,12.5,12.5,0,YES,NA,YES,NO,YES,NO,NO,PPT,CAN - NGA,NA,NA,NA
20213,1254,Canada,Pakistan,Amended by MLI,2017,2021,In Force,CAN,High income,North America,PAK,Lower middle income,South Asia,0.66,0.64,0.61,0.75,0.65,3,YES,3,YES,YES,YES,NO,YES,YES,YES,NO,15,25,NO LIMIT,25,25,20,0,20,0,YES,YES,YES,NO,YES,NO,NO,PPT,CAN - PAK,NA,NA,NA
20214,8253,Canada,Peru,Amended by MLI,2018,NA,Not In Force,CAN,High income,North America,PER,Upper middle income,Latin America & Caribbean,0.46,0.53,0.47,0.38,0.41,6,NO,6,YES,YES,NO,YES,YES,NO,NO,NO,10,10,15,15,15,15,15,15,0,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - PER,NA,NA,NA
20215,1265,Canada,Senegal,Amended by MLI,2017,NA,Not In Force,CAN,High income,North America,SEN,Lower middle income,Sub-Saharan Africa,0.48,0.59,0.61,0.25,0.41,3,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,16,NA,16,16,16,15,15,15,0,YES,NO,YES,NO,NO,NO,NO,PPT,CAN - SEN,NA,NA,NA
20216,7589,Canada,South Africa,Amended by MLI,2017,NA,Not In Force,CAN,High income,North America,ZAF,Upper middle income,Sub-Saharan Africa,0.35,0.36,0.31,0.38,0.29,12,YES,12,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,10,6,10,0,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - ZAF,NA,NA,NA
20217,6756,Canada,Tunisia,Amended by MLI,2017,NA,Not In Force,CAN,High income,North America,TUN,Lower middle income,Middle East & North Africa,0.51,0.52,0.38,0.63,0.47,0,NO,NO,YES,YES,YES,YES,NO,YES,YES,NO,15,NA,15,15,15,15,0,20,0,YES,NO,YES,NO,YES,NO,NO,PPT,CAN - TUN,NA,NA,NA
20218,7619,Canada,Ukraine,Amended by MLI,2018,2019,In Force,CAN,High income,North America,UKR,Lower middle income,Europe & Central Asia,0.31,0.38,0.19,0.38,0.24,12,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,5,20,15,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,CAN - UKR,NA,NA,NA
20219,8789,Chile,Colombia,Amended by MLI,2017,NA,Not In Force,CHL,High income,Latin America & Caribbean,COL,Upper middle income,Latin America & Caribbean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA,NA,NA,NA,NA,NA,LOB-PPT,CHL - COL,NA,NA,NA
20221,8236,Chile,Peru,Amended by MLI,2018,NA,Not In Force,CHL,High income,Latin America & Caribbean,PER,Upper middle income,Latin America & Caribbean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA,NA,NA,NA,NA,NA,PPT,CHL - PER,NA,NA,NA
20224,9336,Chile,South Africa,Amended by MLI,2017,NA,Not In Force,CHL,High income,Latin America & Caribbean,ZAF,Upper middle income,Sub-Saharan Africa,0.36,0.35,0.47,0.25,0.35,6,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,5,25,15,15,5,10,10,5,0,YES,YES,NO,NO,YES,NO,NO,PPT,CHL - ZAF,NA,NA,NA
20225,6829,China,Japan,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,JPN,High income,East Asia & Pacific,0.45,0.38,0.34,0.63,0.47,6,YES,6,YES,YES,NO,NO,NO,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - JPN,NA,NA,NA
20227,9463,China,France,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,FRA,High income,Europe & Central Asia,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,NO,NO,NO,YES,PPT,CHN - FRA,NA,NA,NA
20228,9242,China,United Kingdom,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,GBR,High income,Europe & Central Asia,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - GBR,NA,NA,NA
20230,9486,China,Germany,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,DEU,High income,Europe & Central Asia,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,NO,NO,NO,YES,PPT,CHN - DEU,NA,NA,NA
20231,6956,China,Malaysia,Amended by MLI,2018,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,MYS,Upper middle income,East Asia & Pacific,0.54,0.4,0.47,0.75,0.59,6,YES,6,YES,YES,NO,NO,YES,NO,YES,YES,10,NA,10,10,10,10,15,10,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - MYS,NA,NA,NA
20232,6975,China,Norway,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,NOR,High income,Europe & Central Asia,0.51,0.44,0.34,0.75,0.53,6,YES,6,YES,YES,NO,NO,NO,NO,YES,NO,15,NA,15,10,10,10,10,10,0,YES,YES,YES,YES,YES,NO,NO,PPT,CHN - NOR,NA,NA,NA
20233,9330,China,Denmark,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,DNK,High income,Europe & Central Asia,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,7,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - DNK,NA,NA,NA
20234,8802,China,Singapore,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,SGP,High income,East Asia & Pacific,0.43,0.31,0.47,0.5,0.47,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,7,10,10,6,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - SGP,NA,NA,NA
20236,9131,China,Finland,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,FIN,High income,Europe & Central Asia,0.48,0.33,0.59,0.5,0.53,6,YES,6,YES,YES,NO,YES,YES,NO,NO,NO,5,25,10,10,10,10,10,7,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - FIN,NA,NA,NA
20237,7024,China,New Zealand,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,NZL,High income,East Asia & Pacific,0.47,0.44,0.47,0.5,0.47,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,15,NA,15,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - NZL,NA,NA,NA
20238,6996,China,Sweden,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,SWE,High income,Europe & Central Asia,0.52,0.33,0.47,0.75,0.59,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,YES,YES,NO,NO,PPT,CHN - SWE,NA,NA,NA
20240,7045,China,Italy,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,ITA,High income,Europe & Central Asia,0.44,0.36,0.47,0.5,0.47,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,10,NA,10,10,10,10,10,7,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - ITA,NA,NA,NA
20241,9424,China,Netherlands,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,NLD,High income,Europe & Central Asia,0.42,0.33,0.44,0.5,0.41,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,NO,YES,NO,YES,PPT,CHN - NLD,NA,NA,NA
20242,7080,China,Slovak Republic,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,SVK,High income,Europe & Central Asia,0.49,0.38,0.47,0.63,0.53,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - SVK,NA,NA,NA
20243,7140,China,Poland,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,POL,High income,Europe & Central Asia,0.49,0.36,0.47,0.63,0.53,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,7,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - POL,NA,NA,NA
20247,1416,China,Pakistan,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,PAK,Lower middle income,South Asia,0.76,0.56,0.84,0.88,0.88,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,10,NA,10,10,10,12.5,12.5,12.5,12.5,YES,YES,YES,YES,YES,NO,NO,PPT,CHN - PAK,NA,NA,NA
20248,7204,China,Kuwait,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,KWT,High income,Middle East & North Africa,0.36,0.25,0.47,0.38,0.41,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,5,NA,5,5,5,10,10,10,0,NO,NO,YES,YES,NO,NO,NO,PPT,CHN - KWT,NA,NA,NA
20250,7234,China,Cyprus,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,CYP,High income,Europe & Central Asia,0.44,0.38,0.31,0.63,0.41,12,YES,12,YES,YES,NO,NO,NO,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - CYP,NA,NA,NA
20252,7247,China,Romania,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,ROU,Upper middle income,Europe & Central Asia,0.43,0.34,0.31,0.63,0.41,12,YES,6,YES,YES,NO,NO,NO,NO,YES,NO,10,NA,10,10,10,7,7,7,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - ROU,NA,NA,NA
20257,7301,China,Hungary,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,HUN,High income,Europe & Central Asia,0.48,0.38,0.44,0.63,0.47,12,YES,12,YES,YES,NO,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,PPT,CHN - HUN,NA,NA,NA
20258,9180,China,Malta,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,MLT,High income,Middle East & North Africa,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,7,0,YES,YES,YES,NO,NO,NO,YES,PPT,CHN - MLT,NA,NA,NA
20259,7372,China,United Arab Emirates,Amended by MLI,2018,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,ARE,High income,Middle East & North Africa,0.32,0.3,0.38,0.29,0.31,24,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,7,NA,7,7,7,10,10,10,0,YES,NA,YES,NO,NO,NO,NO,PPT,CHN - ARE,NA,NA,NA
20260,7427,China,Luxembourg,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,LUX,High income,Europe & Central Asia,0.39,0.33,0.47,0.38,0.41,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - LUX,NA,NA,NA
20261,7430,China,"Korea, Rep.",Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,KOR,High income,East Asia & Pacific,0.35,0.34,0.47,0.25,0.35,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - KOR,NA,NA,NA
20262,9523,China,Russian Federation,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,RUS,Upper middle income,Europe & Central Asia,0.23,0.17,0.28,0.25,0.24,18,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,0,0,6,6,6,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - RUS,NA,NA,NA
20263,1417,China,Papua New Guinea,Amended by MLI,2019,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,PNG,Lower middle income,East Asia & Pacific,0.43,0.44,0.47,0.38,0.41,6,YES,6,YES,YES,YES,NO,NO,NO,NO,NO,15,NA,15,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - PNG,NA,NA,NA
20264,7459,China,Mauritius,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,MUS,Upper middle income,Sub-Saharan Africa,0.38,0.31,0.44,0.38,0.35,12,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,5,NA,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - MUS,NA,NA,NA
20265,7497,China,Croatia,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,HRV,High income,Europe & Central Asia,0.38,0.31,0.44,0.38,0.35,12,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,5,NA,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - HRV,NA,NA,NA
20267,7507,China,Slovenia,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,SVN,High income,Europe & Central Asia,0.29,0.31,0.31,0.25,0.24,12,YES,12,YES,YES,NO,NO,NO,NO,NO,NO,5,NA,5,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - SVN,NA,NA,NA
20268,7520,China,Israel,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,ISR,High income,Middle East & North Africa,0.34,0.34,0.44,0.25,0.29,12,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,10,NA,10,10,7,10,10,7,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - ISR,NA,NA,NA
20270,7534,China,Turkey,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,TUR,Upper middle income,Europe & Central Asia,0.31,0.38,0.31,0.25,0.24,12,YES,12,YES,YES,NO,NO,NO,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - TUR,NA,NA,NA
20271,7596,China,Ukraine,Amended by MLI,2018,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,UKR,Lower middle income,Europe & Central Asia,0.42,0.34,0.41,0.5,0.41,18,YES,18,YES,YES,YES,NO,NO,NO,YES,NO,5,25,10,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - UKR,NA,NA,NA
20273,7671,China,Jamaica,Amended by MLI,2018,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,JAM,Upper middle income,Latin America & Caribbean,0.49,0.28,0.44,0.75,0.53,12,YES,12,YES,YES,NO,NO,YES,NO,YES,NO,5,NA,5,7.5,7.5,10,10,10,0,YES,YES,YES,YES,YES,NO,NO,PPT,CHN - JAM,NA,NA,NA
20274,7670,China,Iceland,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,ISL,High income,Europe & Central Asia,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,7,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - ISL,NA,NA,NA
20275,7672,China,Lithuania,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,LTU,High income,Europe & Central Asia,0.3,0.34,0.31,0.25,0.24,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - LTU,NA,NA,NA
20276,7674,China,Latvia,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,LVA,High income,Europe & Central Asia,0.29,0.31,0.31,0.25,0.24,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,7,7,7,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - LVA,NA,NA,NA
20279,7772,China,Serbia,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,SRB,Upper middle income,Europe & Central Asia,0.25,0.31,0.19,0.25,0.18,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,NA,5,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - SRB,NA,NA,NA
20282,7818,China,"Egypt, Arab Rep.",Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,EGY,Lower middle income,Middle East & North Africa,0.42,0.33,0.56,0.38,0.41,12,YES,12,YES,YES,NO,YES,YES,NO,NO,NO,8,NA,8,10,10,8,8,8,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - EGY,NA,NA,NA
20283,7910,China,Portugal,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,PRT,High income,Europe & Central Asia,0.36,0.38,0.34,0.38,0.35,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,YES,NO,NO,NO,PPT,CHN - PRT,NA,NA,NA
20284,7915,China,Estonia,Amended by MLI,2018,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,EST,High income,Europe & Central Asia,0.3,0.34,0.31,0.25,0.24,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - EST,NA,NA,NA
20286,8050,China,Seychelles,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,SYC,High income,Sub-Saharan Africa,0.38,0.31,0.44,0.38,0.35,12,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,5,NA,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - SYC,NA,NA,NA
20288,8112,China,Ireland,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,IRL,High income,Europe & Central Asia,0.27,0.33,0.22,0.25,0.24,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - IRL,NA,NA,NA
20292,8201,China,Qatar,Amended by MLI,2018,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,QAT,High income,Middle East & North Africa,0.36,0.38,0.2,0.5,0.32,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,YES,NO,NO,NO,PPT,CHN - QAT,NA,NA,NA
20296,8262,China,Kazakhstan,Amended by MLI,2018,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,KAZ,Upper middle income,Europe & Central Asia,0.44,0.38,0.44,0.5,0.41,12,YES,12,YES,YES,NO,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,YES,NO,NO,NO,PPT,CHN - KAZ,NA,NA,NA
20297,8276,China,Indonesia,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,IDN,Lower middle income,East Asia & Pacific,0.61,0.38,0.97,0.5,0.71,6,YES,6,NO,NO,YES,YES,YES,NO,NO,YES,10,NA,10,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT,CHN - IDN,NA,NA,NA
20298,8312,China,Oman,Amended by MLI,2019,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,OMN,High income,Middle East & North Africa,0.42,0.31,0.45,0.5,0.44,9,YES,9,YES,YES,NO,NO,YES,NO,YES,NO,5,NA,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - OMN,NA,NA,NA
20299,1413,China,Nigeria,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,NGA,Lower middle income,Sub-Saharan Africa,0.43,0.28,0.59,0.43,0.5,6,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,7.5,NA,7.5,7.5,7.5,7.5,7.5,7.5,0,YES,NA,YES,NO,NO,NO,NO,PPT,CHN - NGA,NA,NA,NA
20300,8326,China,Tunisia,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,TUN,Lower middle income,Middle East & North Africa,0.42,0.41,0.47,0.38,0.47,6,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,8,NA,8,10,10,10,10,10,5,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - TUN,NA,NA,NA
20303,8347,China,Greece,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,GRC,High income,Europe & Central Asia,0.3,0.34,0.31,0.25,0.24,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,PPT,CHN - GRC,NA,NA,NA
20305,8367,China,Morocco,Amended by MLI,2019,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,MAR,Lower middle income,Middle East & North Africa,0.53,0.38,0.72,0.5,0.59,6,YES,6,YES,YES,YES,YES,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,YES,NO,NO,NO,PPT,CHN - MAR,NA,NA,NA
20311,8619,China,Georgia,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,GEO,Upper middle income,Europe & Central Asia,0.16,0.25,0.09,0.14,0.13,6,NO,NO,YES,YES,NO,NO,NO,NO,NA,NO,0,50,10,10,10,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,PPT,CHN - GEO,NA,NA,NA
20312,8636,China,Mexico,Amended by MLI,2017,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,MEX,Upper middle income,Latin America & Caribbean,0.43,0.31,0.34,0.63,0.47,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,5,NA,5,10,10,10,10,10,0,YES,YES,YES,YES,NO,NO,NO,PPT,CHN - MEX,NA,NA,NA
20313,8666,China,Saudi Arabia,Amended by MLI,2018,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,SAU,High income,Middle East & North Africa,0.43,0.31,0.47,0.5,0.47,6,YES,6,YES,YES,NO,NO,YES,NO,YES,NO,5,NA,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,PPT,CHN - SAU,NA,NA,NA
