response,detailed_explanation,links,new_row,iso3c,date,year,short_codes,taxpayer_friendly_answers,action_14,action_14_numbers,category,comb_rate,number_treaties,taxpayer_friendliness
detailed_explanation,"SUNAT has attended various consultations on topics related to the implementation of the DTC´s signed, through Reports. These reports have established binding criteria for the Tax Administration and are public knowledge, according to article 94 of the Tax Code.","The  mentioned  reports  can  be  found  in  the 
following website: 
http://www.sunat.gob.pe/legislacion/tributa
ria/ 
Article  94  of  the  Consolidated  Text  of  Tax 
Code establishes:  
Consultations  must  be  presented  in  writing 
before 
the 
competent  body  of 
the  Tax 
Administration,  which 
in  turn  must  give  a 
response  to  the  consultant 
in  a  period  no 
longer 
than 
ninety 
(90)  working 
days 
counted from the working day following the 
presentation date. Failure to respond in said 
timeframe will not implicate the acceptance 
of  the  criteria  contained  in  the  consultation 
paper. 
The  decision  issued  will  be  binding  for  the 
different bodies of the Tax Administration. Whenever 
consultations, 
due 
to 
their 
significance, may require the body of the Tax 
Administration  to 
issue  a  Superintendence 
Resolution or regulation of similar hierarchy, 
in  respect  to  the  issue  under  consultation, 
which in turn will be published in the Official 
Gazette. 
The term referred to in the first paragraph of 
this  article  will  not  apply  to  those  cases  in 
which  the  opinions  of  other  entities  other 
than the Tax Administration are needed 
The 
procedure 
to 
attend 
written 
consultation, 
including  other  exceptions  to 
the term referred to in paragraph one of this 
article,  will  be  established  by  means  of  a 
Supreme Decree.",9,PER,2017-06-30,2017,other_info_available,,NA,NA,preventing_disputes,29.5,8,NA
partial,"Except for the DTC with Brazil which does not contain paragraph 2 of article 9 of the OECD Model Tax Convention, all others contain paragraph 1 and 2 of the article 9. Furthermore, the text of all DTC signed by Peru follows paragraph 1 of article 25 of the OECD Model Tax Convention, enabling a person that considers that the action of one or both of the Contracting States result or will result for him in taxation not in accordance with the provision of this Convention, to present his case to the competent authority of the Contracting State of which he is a resident or, if his case comes under paragraph 1 of article 24, to that of the Contracting State of which he is national.","Article 109 of the Regulation of the Income Tax 
Law regulates transfer pricing MAP cases:  
http://www.sunat.gob.pe/legislacion/renta/re
gla/cap19.htm",10,PER,2017-06-30,2017,access_tp,,min_std,[B.3],availability_access,29.5,8,0.5
yes,MAP access is provided in cases in which there is a disagreement between the taxpayer and the Peruvian Tax Administration making the adjustment as to whether the conditions for the application of a treaty anti-abuse provision have been met.,-,11,PER,2017-06-30,2017,access_anti_abuse_treaty,,NA,NA,availability_access,29.5,8,1
yes,Only when the taxation (application of domestic anti abuse provision) is not in accordance with a provision of the DTC.,-,12,PER,2017-06-30,2017,access_anti_abuse_domestic,,NA,NA,availability_access,29.5,8,1
n/a,"We understand that an ""audit settlement"" involves a case in which the taxpayer and the tax authority give up part of their rights to reach an agreement: This kind of agreement does not exist in the Peruvian legal framework, therefore it would be beyond the scope of MAP.",-,13,PER,2017-06-30,2017,access_audit_settlement,,min_std_mod,[B.5],availability_access,29.5,8,1
n/a,We have at present not dealt with this issue in our legal framework.,-,14,PER,2017-06-30,2017,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,29.5,8,0
no,-,-,15,PER,2017-06-30,2017,access_other,,NA,NA,availability_access,29.5,8,1
no,"Our legal framework has not yet provided for the procedure to be followed in the event that the taxpayer wants to start a MAP when an administrative procedure is in progress. Likewise, our legislation establishes that the competent authority must refrain from continuing any administrative procedure, if the same controversy is under discussion in the judicial process.","Articles  1  and  4  of  Consolidated  Text  of  the 
Organic Law of the Judicial Branch  –  Supreme 
Decree  N°  017-93-JUS,  can  be  found  in  page 
28, 
in  the  Section  “Principios  Generales”, 
in 
the following website: 
https://www.minjus.gob.pe/wp-
content/uploads/2014/09/DGDOJ-Ley-
Org%C3%A1nica-Poder-Judicial-y-Ministerio-
P%C3%BAblico.pdf 
Articles 3(1) and 64 of Law N° 27444 – Law of 
General  Administrative 
Procedure, 
can 
be 
found in the following website: 
http://spij.minjus.gob.pe/CLP/contenidos.dll/C
LPlegcargen/coleccion00000.htm/tomo00431.
htm/a%C3%B1o114385.htm/mes119898.htm/ dia120341.htm/sector120342.htm/sumilla120
343.htm",16,PER,2017-06-30,2017,access_domestic_remedies,,NA,NA,availability_access,29.5,8,0
no,"Our legal framework establishes the binding nature of judicial decisions, so any controversy that has already decided through judicial remedies would not be eligible for a MAP request.","Political  Constitution  of  1993,  Articles  138  y 
139 
(13), 
can  be 
found 
in 
the 
following 
website: 
http://www4.congreso.gob.pe/ntley/Imagenes
/Constitu/Cons1993.pdf 
Articles  1  and  4  of  Consolidated  Text  of  the 
Organic Law of the Judicial Branch  –  Supreme 
Decree  N°  017-93-JUS,  can  be  found  in  page 
28, 
in  the  Section  “Principios  Generales”, 
in 
the following website: 
https://www.minjus.gob.pe/wp-
content/uploads/2014/09/DGDOJ-Ley-
Org%C3%A1nica-Poder-Judicial-y-Ministerio-
P%C3%BAblico.pdf",17,PER,2017-06-30,2017,access_domestic_decision,,NA,NA,availability_access,29.5,8,0
no,-,-,18,PER,2017-06-30,2017,access_info_public,,min_std,[B.6],availability_access,29.5,8,0
detailed_explanation,"In the case of DTC with Canada, a MAP request must be file within the next 2 years from the notification of the action resulting in taxation not in accordance with the convention. In DTC with Portugal, Korea, Mexico and Switzerland a MAP request must be file within the next 3 years. There is no specific timeline for filing a MAP in the DTC with Chile.",-,19,PER,2017-06-30,2017,access_timeline,,NA,NA,availability_access,29.5,8,0
no,-,-,20,PER,2017-06-30,2017,guidance_multilateral_map,,bp,[B.P.7],availability_access,29.5,8,0
no,-,-,21,PER,2017-06-30,2017,tax_collection_suspended,,bp_mod,NA,availability_access,29.5,8,0
no,-,-,22,PER,2017-06-30,2017,access_fees,,NA,NA,availability_access,29.5,8,1
no,-,-,23,PER,2017-06-30,2017,access_other_info,,NA,NA,availability_access,29.5,8,NA
no,-,-,24,PER,2017-06-30,2017,resolution_timeframes,,min_std,NA,resolution,29.5,8,0
no,-,-,25,PER,2017-06-30,2017,map_statistics,,NA,NA,resolution,29.5,8,0
no,-,-,26,PER,2017-06-30,2017,interest_penalties,,NA,NA,resolution,29.5,8,0
no,-,-,27,PER,2017-06-30,2017,roles_public,,NA,NA,resolution,29.5,8,0
no,"In DTC with Chile and Canada, the competent authorities can agree to submit a case under arbitration. The procedure will be established in an exchange of notes between the Contracting States.","Provisions  of  the  DTC  with  Chile  and  Canada 
can be found in paragraphs 5 and 6 of article 
25, irrespectively in the followings websites: 
https://www.mef.gob.pe/contenidos/tributos
/cv_dbl_imp/Convenio_Peru_Chile_DT.pdf 
https://www.mef.gob.pe/contenidos/tributos
/cv_dbl_imp/Convenio_Peru_Canada_Engl.pd
f",28,PER,2017-06-30,2017,arbitration_any_treaty,,NA,NA,resolution,29.5,8,0
n/a,-,-,29,PER,2017-06-30,2017,arbitration_constitutional_limit,,NA,NA,resolution,29.5,8,0
n/a,-,-,30,PER,2017-06-30,2017,arbitration_treaty_policy,,NA,NA,resolution,29.5,8,0
no,-,-,31,PER,2017-06-30,2017,domestic_remedies_info,,bp,[B.P.10],resolution,29.5,8,0
n/a,-,-,32,PER,2017-06-30,2017,domestic_remedies_binding_info,,NA,NA,resolution,29.5,8,0
no,-,-,33,PER,2017-06-30,2017,multi_year_resolution,,bp,[B.P.9],resolution,29.5,8,0
no,"All DTC except for the one with Brazil, contain a paragraph 2 of article 9 of the OECD Model Tax Convention.","https://www.mef.gob.pe/es/convenio-para-
evitar-la-doble-imposicion",34,PER,2017-06-30,2017,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,29.5,8,0
no,-,-,35,PER,2017-06-30,2017,resolution_other_info,,NA,NA,resolution,29.5,8,NA
no,-,-,36,PER,2017-06-30,2017,additional_tax_timeframe_info,,NA,NA,implementation,29.5,8,0
no,-,-,37,PER,2017-06-30,2017,refund_timeframe_info,,NA,NA,implementation,29.5,8,0
no,"The mutual agreements reached will be implemented irrespective of the time limits set in the domestic law only when the applicable treaty includes the last sentence of paragraph 2 of article 25 of the OECD Model Tax Convention. Currently, treaties signed by Peru, containing that sentence are Korea and Portugal.",-,38,PER,2017-06-30,2017,implementation_notwithstanding_time,,min_std_mod,NA,implementation,29.5,8,0
no,Peru is in process of adopting BEPS Action 14 minimum standard in its legal and regulatory framework for the resolution of a MAP request.,-,39,PER,2017-06-30,2017,implementation_other_info,,NA,NA,implementation,29.5,8,NA
no,-,-,1,PER,2020-10-15,2020,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,29.5,8,0
no,-,-,2,PER,2020-10-15,2020,bil_apa_available,,bp,[B.P.1],preventing_disputes,29.5,8,0
n/a,-,-,3,PER,2020-10-15,2020,bil_apa_roll_back,,NA,NA,preventing_disputes,29.5,8,0
n/a,-,-,4,PER,2020-10-15,2020,bil_apa_timeline,,NA,NA,preventing_disputes,29.5,8,0
n/a,-,-,5,PER,2020-10-15,2020,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,29.5,8,0
n/a,-,-,6,PER,2020-10-15,2020,bil_apa_fees,,NA,NA,preventing_disputes,29.5,8,0
n/a,-,-,7,PER,2020-10-15,2020,bil_apa_statistics,,NA,NA,preventing_disputes,29.5,8,0
yes,"The Peruvian Tax Administration (SUNAT) has a training plan for tax officials that include courses of international taxation, transfer pricing and double taxation conventions (DTC). These courses can be contracted with qualified tax institutions or could be taught by officials of the Tax Administration.",-,8,PER,2020-10-15,2020,training_officials,,bp,[B.P.4],preventing_disputes,29.5,8,1
detailed_explanation,"SUNAT has attended various consultations on topics related to the implementation of the DTC´s signed, through Reports. These reports have established binding criteria for the Tax Administration and are public knowledge, according to article 94 of the Tax Code.","The  mentioned  reports  can  be  found  in  the 
following website: 
http://www.sunat.gob.pe/legislacion/tributa
ria/ 
Article  94  of  the  Consolidated  Text  of  Tax 
Code establishes:  
Consultations  must  be  presented  in  writing 
before 
the 
competent  body  of 
the  Tax 
Administration,  which 
in  turn  must  give  a 
response  to  the  consultant 
in  a  period  no 
longer 
than 
ninety 
(90)  working 
days 
counted from the working day following the 
presentation date. Failure to respond in said 
timeframe will not implicate the acceptance 
of  the  criteria  contained  in  the  consultation 
paper. 
The  decision  issued  will  be  binding  for  the 
different bodies of the Tax Administration. Whenever 
consultations, 
due 
to 
their 
significance, may require the body of the Tax 
Administration  to 
issue  a  Superintendence 
Resolution or regulation of similar hierarchy, 
in  respect  to  the  issue  under  consultation, 
which in turn will be published in the Official 
Gazette. 
The term referred to in the first paragraph of 
this  article  will  not  apply  to  those  cases  in 
which  the  opinions  of  other  entities  other 
than the Tax Administration are needed 
The 
procedure 
to 
attend 
written 
consultation, 
including  other  exceptions  to 
the term referred to in paragraph one of this 
article,  will  be  established  by  means  of  a 
Supreme Decree.",9,PER,2020-10-15,2020,other_info_available,,NA,NA,preventing_disputes,29.5,8,NA
partial,"Except for the DTC with Brazil which does not contain paragraph 2 of article 9 of the OECD Model Tax Convention, all others contain paragraph 1 and 2 of the article 9. Furthermore, the text of all DTC signed by Peru follows paragraph 1 of article 25 of the OECD Model Tax Convention, enabling a person that considers that the action of one or both of the Contracting States result or will result for him in taxation not in accordance with the provision of this Convention, to present his case to the competent authority of the Contracting State of which he is a resident or, if his case comes under paragraph 1 of article 24, to that of the Contracting State of which he is national.","Article 109 of the Regulation of the Income Tax 
Law regulates transfer pricing MAP cases:  
http://www.sunat.gob.pe/legislacion/renta/re
gla/cap19.htm",10,PER,2020-10-15,2020,access_tp,,min_std,[B.3],availability_access,29.5,8,0.5
yes,MAP access is provided in cases in which there is a disagreement between the taxpayer and the Peruvian Tax Administration making the adjustment as to whether the conditions for the application of a treaty anti-abuse provision have been met.,-,11,PER,2020-10-15,2020,access_anti_abuse_treaty,,NA,NA,availability_access,29.5,8,1
yes,Only when the taxation (application of domestic anti abuse provision) is not in accordance with a provision of the DTC.,-,12,PER,2020-10-15,2020,access_anti_abuse_domestic,,NA,NA,availability_access,29.5,8,1
n/a,"We understand that an ""audit settlement"" involves a case in which the taxpayer and the tax authority give up part of their rights to reach an agreement: This kind of agreement does not exist in the Peruvian legal framework, therefore it would be beyond the scope of MAP.",-,13,PER,2020-10-15,2020,access_audit_settlement,,min_std_mod,[B.5],availability_access,29.5,8,1
n/a,We have at present not dealt with this issue in our legal framework.,-,14,PER,2020-10-15,2020,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,29.5,8,0
no,-,-,15,PER,2020-10-15,2020,access_other,,NA,NA,availability_access,29.5,8,1
no,"Our legal framework has not yet provided for the procedure to be followed in the event that the taxpayer wants to start a MAP when an administrative procedure is in progress. Likewise, our legislation establishes that the competent authority must refrain from continuing any administrative procedure, if the same controversy is under discussion in the judicial process.","Articles  1  and  4  of  Consolidated  Text  of  the 
Organic Law of the Judicial Branch  –  Supreme 
Decree  N°  017-93-JUS,  can  be  found  in  page 
28, 
in  the  Section  “Principios  Generales”, 
in 
the following website: 
https://www.minjus.gob.pe/wp-
content/uploads/2014/09/DGDOJ-Ley-
Org%C3%A1nica-Poder-Judicial-y-Ministerio-
P%C3%BAblico.pdf 
Articles 3(1) and 64 of Law N° 27444  – Law of 
General  Administrative 
Procedure, 
can 
be 
found in the following website: 
http://spij.minjus.gob.pe/CLP/contenidos.dll/C
LPlegcargen/coleccion00000.htm/tomo00431.
htm/a%C3%B1o114385.htm/mes119898.htm/ dia120341.htm/sector120342.htm/sumilla120
343.htm",16,PER,2020-10-15,2020,access_domestic_remedies,,NA,NA,availability_access,29.5,8,0
no,"Our legal framework establishes the binding nature of judicial decisions, so any controversy that has already decided through judicial remedies would not be eligible for a MAP request.","Political  Constitution  of  1993,  Articles  138  y 
139 
(13), 
can  be 
found 
in 
the 
following 
website: 
http://www4.congreso.gob.pe/ntley/Imagenes
/Constitu/Cons1993.pdf 
Articles  1  and  4  of  Consolidated  Text  of  the 
Organic Law of the Judicial Branch  –  Supreme 
Decree  N°  017-93-JUS,  can  be  found  in  page 
28, 
in  the  Section  “Principios  Generales”, 
in 
the following website: 
https://www.minjus.gob.pe/wp-
content/uploads/2014/09/DGDOJ-Ley-
Org%C3%A1nica-Poder-Judicial-y-Ministerio-
P%C3%BAblico.pdf",17,PER,2020-10-15,2020,access_domestic_decision,,NA,NA,availability_access,29.5,8,0
no,-,-,18,PER,2020-10-15,2020,access_info_public,,min_std,[B.6],availability_access,29.5,8,0
detailed_explanation,"In the case of DTC with Canada, a MAP request must be file within the next 2 years from the notification of the action resulting in taxation not in accordance with the convention. In DTC with Portugal, Korea, Mexico and Switzerland a MAP request must be file within the next 3 years. There is no specific timeline for filing a MAP in the DTC with Chile.",-,19,PER,2020-10-15,2020,access_timeline,,NA,NA,availability_access,29.5,8,0
no,-,-,20,PER,2020-10-15,2020,guidance_multilateral_map,,bp,[B.P.7],availability_access,29.5,8,0
no,-,-,21,PER,2020-10-15,2020,tax_collection_suspended,,bp_mod,NA,availability_access,29.5,8,0
no,-,-,22,PER,2020-10-15,2020,access_fees,,NA,NA,availability_access,29.5,8,1
no,-,-,23,PER,2020-10-15,2020,access_other_info,,NA,NA,availability_access,29.5,8,NA
no,-,-,24,PER,2020-10-15,2020,resolution_timeframes,,min_std,NA,resolution,29.5,8,0
no,-,-,25,PER,2020-10-15,2020,map_statistics,,NA,NA,resolution,29.5,8,0
no,-,-,26,PER,2020-10-15,2020,interest_penalties,,NA,NA,resolution,29.5,8,0
no,-,-,27,PER,2020-10-15,2020,roles_public,,NA,NA,resolution,29.5,8,0
no,"In DTC with Chile and Canada, the competent authorities can agree to submit a case under arbitration. The procedure will be established in an exchange of notes between the Contracting States.","Provisions  of  the  DTC  with  Chile  and  Canada 
can be found in paragraphs 5 and 6 of article 
25, irrespectively in the followings websites: 
https://www.mef.gob.pe/contenidos/tributos
/cv_dbl_imp/Convenio_Peru_Chile_DT.pdf 
https://www.mef.gob.pe/contenidos/tributos
/cv_dbl_imp/Convenio_Peru_Canada_Engl.pd
f",28,PER,2020-10-15,2020,arbitration_any_treaty,,NA,NA,resolution,29.5,8,0
