part,name,text,iso3c,phase
Part A,Domestic legal and administrative framework,It is recommended that Maldives take steps to ensure that local filing only occurs in the circumstances permitted under the minimum standard. It is recommended that Maldives clarify that the annual consolidated group revenue threshold calculation rule applies in line with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than Maldives.,MDV,2021
Part B,Exchange of information framework,"It is recommended that Maldives take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Maldives has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Maldives take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",MDV,2021
Part C,Appropriate use,It is recommended that Maldives take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,MDV,2021
Part A,Domestic legal and administrative framework,None.,MLT,2021
Part B,Exchange of information framework,None.,MLT,2021
Part C,Appropriate use,None.,MLT,2021
Part A,Domestic legal and administrative framework,None.,MUS,2021
Part B,Exchange of information framework,None.,MUS,2021
Part C,Appropriate use,None.,MUS,2021
Part A,Domestic legal and administrative framework,None.,MEX,2021
Part B,Exchange of information framework,None.,MEX,2021
Part C,Appropriate use,None.,MEX,2021
Part A,Domestic legal and administrative framework,None.,MCO,2021
Part B,Exchange of information framework,None.,MCO,2021
Part C,Appropriate use,None.,MCO,2021
Part A,Domestic legal and administrative framework,It is recommended that Mongolia take steps to ensure that local filing only occurs in the circumstances permitted under the minimum standard. It is recommended that Mongolia clarify that the annual consolidated group revenue threshold calculation rule applies in line with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than Mongolia.,MNG,2021
Part B,Exchange of information framework,"It is recommended that Mongolia take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Mongolia has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Mongolia take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",MNG,2021
